flight_id,departure_airport_code,arrival_airport_code,departure_datetime,arrival_datetime,flight_duration_hours,airline_name,flight_status
720.0,CBT,EIS,6/17/2022,5/23/2022,20.99,Kaymbo,Cancelled
721.0,MMS,KBM,7/31/2022,6/20/2022,12.18,Eimbee,Delayed
722.0,USK,LOU,10/6/2022,7/30/2022,9.65,Twitterlist,Delayed
723.0,DRG,FIZ,7/7/2022,7/28/2022,13.0,Oba,On-time
724.0,TUG,GBH,4/21/2022,6/3/2022,11.2,Flashset,Delayed
725.0,PBB,BKB,1/8/2022,6/14/2022,11.09,Quimba,Cancelled
726.0,TDA,MRI,1/24/2022,7/16/2022,11.88,Zoonder,Cancelled
727.0,CDI,QUY,8/30/2022,6/10/2022,19.37,Wordtune,Cancelled
728.0,SRG,TRY,11/25/2022,4/27/2022,22.07,Youspan,Delayed
729.0,BTG,OMC,12/25/2022,3/21/2022,20.26,Mynte,On-time
730.0,SHG,MTF,9/5/2022,1/26/2022,8.57,Jabbertype,Delayed
731.0,UUK,NMB,1/10/2022,4/26/2022,10.62,Devify,Delayed
732.0,KRT,SMY,8/23/2022,4/12/2022,10.82,Mydeo,Delayed
733.0,TIF,NFG,7/21/2022,10/9/2022,2.98,Pixoboo,Cancelled
734.0,EBL,AYO,10/29/2022,9/24/2022,1.17,Skyble,Delayed
735.0,ILD,NAE,4/17/2022,12/3/2022,21.94,Kwideo,On-time
736.0,CVF,TYG,1/16/2022,12/10/2022,22.54,Kimia,On-time
737.0,MFG,HYC,3/22/2022,3/28/2022,12.5,Flipstorm,Delayed
738.0,MUK,CEN,10/27/2022,9/17/2022,2.11,Wikizz,Cancelled
739.0,DPO,JDG,7/24/2022,8/17/2022,11.83,Topiclounge,On-time
740.0,ESF,JGN,12/30/2022,10/21/2022,2.63,Ailane,On-time
741.0,TAL,MQO,2/28/2022,1/5/2022,19.12,Youopia,Delayed
743.0,COD,VRS,5/26/2022,1/29/2022,15.74,Photolist,Cancelled
744.0,MHX,ROF,2/24/2022,10/5/2022,16.36,BlogXS,Cancelled
745.0,MTV,YAR,4/5/2022,11/3/2022,21.37,Meevee,On-time
746.0,VGA,LFK,8/22/2022,8/1/2022,16.82,Realfire,Delayed
747.0,BUY,KUX,2/24/2022,10/31/2022,20.27,Fivespan,Cancelled
748.0,LEY,TSI,11/29/2022,4/1/2022,23.25,Fivebridge,On-time
749.0,YAG,ACR,6/3/2022,2/2/2022,20.74,Edgetag,On-time
750.0,AFF,TQP,6/15/2022,12/19/2022,13.97,Innojam,Delayed
751.0,TTO,WAW,12/18/2022,8/11/2022,18.44,Fatz,Delayed
752.0,GGE,SAG,12/28/2022,12/7/2022,23.72,Katz,Delayed
753.0,YBB,IRJ,11/27/2022,5/30/2022,12.21,Youspan,Cancelled
754.0,CMX,PTM,3/22/2022,6/9/2022,16.47,Yotz,On-time
755.0,VBG,XBJ,1/12/2022,3/23/2022,10.78,Skivee,Delayed
756.0,LGO,WXN,9/23/2022,8/29/2022,19.85,Quire,Cancelled
757.0,LIL,DSX,9/30/2022,1/4/2022,7.41,Realblab,Cancelled
758.0,BPN,PND,6/22/2022,3/23/2022,22.07,Divape,Cancelled
759.0,SWM,JBR,9/22/2022,7/29/2022,23.11,Wikizz,Delayed
760.0,DLG,DUG,2/14/2022,11/17/2022,13.23,Quatz,Delayed
761.0,SKJ,OLF,5/10/2022,4/4/2022,9.04,Skipstorm,Delayed
762.0,ATX,LSI,9/2/2022,7/21/2022,18.77,Katz,Delayed
763.0,TZC,PPV,7/7/2022,11/14/2022,8.26,Eimbee,Cancelled
764.0,0,RUU,9/10/2022,6/4/2022,15.57,Podcat,Delayed
765.0,WYB,BFJ,2/24/2022,5/25/2022,17.38,Meembee,On-time
766.0,BTI,YTL,5/23/2022,6/26/2022,23.4,Skipfire,Cancelled
767.0,SXS,YPS,4/3/2022,8/24/2022,8.21,Voomm,On-time
768.0,LKP,HKK,8/25/2022,3/3/2022,5.98,Reallinks,Delayed
769.0,TCW,OBS,3/15/2022,5/15/2022,23.62,Dablist,Delayed
770.0,OWB,OMR,10/20/2022,6/23/2022,18.48,Twitterbeat,On-time
771.0,HTI,YUD,4/17/2022,4/8/2022,8.09,Eamia,Cancelled
772.0,MYV,KHY,10/15/2022,1/2/2022,4.48,Blogtag,On-time
773.0,SHQ,CPO,12/22/2022,5/2/2022,16.03,Twitterbridge,Delayed
774.0,WBC,AYW,7/5/2022,5/24/2022,21.97,Edgepulse,Cancelled
775.0,GMU,KHI,10/31/2022,8/15/2022,9.21,Trudeo,On-time
776.0,RJB,AGE,8/3/2022,7/29/2022,15.41,Skyndu,On-time
777.0,MEH,HAQ,8/7/2022,1/1/2022,9.87,Aivee,Delayed
778.0,CKZ,PXM,9/7/2022,10/2/2022,4.03,Eayo,Delayed
780.0,PCH,CYW,3/5/2022,2/25/2022,15.78,Brainbox,Cancelled
781.0,YOG,BHX,11/25/2022,4/6/2022,2.66,Meedoo,On-time
782.0,NQI,MYE,8/17/2022,12/9/2022,5.2,Plambee,Cancelled
783.0,NAH,STI,11/6/2022,11/15/2022,15.56,Talane,On-time
784.0,VDS,OFJ,4/16/2022,4/9/2022,12.8,Mydo,On-time
785.0,LBS,CGH,9/13/2022,6/2/2022,9.39,Ntag,On-time
786.0,FLB,FOT,1/28/2022,7/13/2022,20.69,Yadel,Delayed
787.0,ADG,GYA,4/15/2022,11/5/2022,16.1,Oyoba,On-time
789.0,APA,YCQ,5/31/2022,3/8/2022,4.29,Eimbee,Cancelled
790.0,BFK,RMG,6/8/2022,12/22/2022,13.59,Midel,Cancelled
791.0,SUD,TRB,5/20/2022,3/19/2022,20.84,Yamia,On-time
792.0,ACD,FCS,11/8/2022,9/10/2022,1.74,Yamia,On-time
793.0,HNM,PYB,3/26/2022,4/2/2022,14.76,LiveZ,Delayed
794.0,SJQ,GCK,12/8/2022,2/21/2022,22.47,Quamba,Cancelled
795.0,LPB,GLE,6/2/2022,3/24/2022,3.51,Linklinks,Delayed
796.0,MZV,SRM,3/12/2022,4/2/2022,12.98,Trilith,On-time
797.0,MPN,KYS,5/4/2022,8/28/2022,1.53,Devbug,On-time
799.0,CDA,CIT,10/2/2022,5/31/2022,12.7,Trudoo,Delayed
800.0,MUG,THL,12/7/2022,9/2/2022,22.76,Jabbersphere,Delayed
801.0,CUY,RXS,1/9/2022,3/12/2022,19.29,Gabcube,Delayed
802.0,YRB,AST,2/8/2022,8/30/2022,18.45,Twitterworks,Delayed
803.0,IKL,QUO,3/26/2022,9/11/2022,23.15,Oodoo,On-time
806.0,EOR,VIU,8/16/2022,9/13/2022,1.98,Innojam,Delayed
807.0,NKN,PEZ,9/30/2022,6/14/2022,11.33,Jabbersphere,Cancelled
808.0,0,FXO,2/23/2022,5/1/2022,5.93,Divanoodle,Delayed
809.0,SOD,GLH,6/2/2022,4/7/2022,11.82,Feedbug,Delayed
810.0,PCO,MUW,5/28/2022,6/15/2022,5.51,Vimbo,Delayed
811.0,ELB,TOO,5/1/2022,4/29/2022,1.93,Browsedrive,Cancelled
812.0,SAK,HUB,8/13/2022,10/4/2022,5.91,Skimia,On-time
813.0,IBO,SOJ,8/14/2022,11/8/2022,14.17,Topicshots,Delayed
814.0,ENA,NTA,6/17/2022,9/1/2022,7.13,Wordpedia,Delayed
815.0,PZB,BJV,10/8/2022,5/14/2022,17.53,Brainsphere,On-time
816.0,LHP,YMG,2/27/2022,7/24/2022,15.61,Gabcube,On-time
817.0,LTD,GGG,8/7/2022,2/1/2022,11.13,Trilia,Cancelled
818.0,CDQ,RIN,3/17/2022,7/12/2022,7.92,Ailane,Cancelled
819.0,GUH,ARA,2/9/2022,4/25/2022,10.32,Kanoodle,Cancelled
820.0,MPA,LRE,8/26/2022,6/12/2022,22.93,Yakitri,On-time
821.0,QPW,PAH,9/13/2022,5/12/2022,2.93,Avavee,On-time
822.0,MZL,PTN,1/23/2022,5/11/2022,2.24,Realbuzz,On-time
823.0,GCH,ICL,11/1/2022,2/3/2022,6.87,Trupe,Cancelled
824.0,SKQ,NGQ,7/14/2022,6/13/2022,16.53,Jetpulse,On-time
825.0,KRE,HAT,3/15/2022,1/25/2022,12.24,Skyble,On-time
827.0,PDL,LJU,9/26/2022,5/2/2022,9.47,Voolia,On-time
829.0,PWQ,YQT,9/30/2022,5/25/2022,16.29,Skalith,Cancelled
830.0,BII,YER,7/21/2022,5/28/2022,5.48,Skipfire,Delayed
831.0,PWM,REZ,7/23/2022,9/8/2022,10.19,Yabox,Cancelled
832.0,PHX,KND,4/24/2022,6/3/2022,10.59,Centizu,On-time
833.0,LAE,NPP,4/10/2022,11/8/2022,21.13,Zoovu,On-time
834.0,PWA,DSV,6/10/2022,7/4/2022,19.33,Tagchat,Cancelled
835.0,YOJ,ATT,6/8/2022,7/27/2022,13.78,Jabbertype,Cancelled
837.0,GRB,WRG,8/12/2022,5/25/2022,5.17,Dynazzy,Cancelled
838.0,MGY,PMF,3/26/2022,12/19/2022,5.11,Eamia,Cancelled
839.0,MOJ,SDX,8/21/2022,9/11/2022,5.43,Oloo,Cancelled
840.0,CRQ,YTH,8/15/2022,4/17/2022,9.45,Kazu,On-time
841.0,FWA,GSR,11/12/2022,6/12/2022,7.83,Dablist,Delayed
842.0,GQQ,BMM,10/28/2022,3/10/2022,2.36,Katz,On-time
843.0,FMG,BCM,6/25/2022,9/20/2022,9.78,Aibox,Cancelled
844.0,BHU,TOA,3/10/2022,2/18/2022,3.89,Aibox,Delayed
845.0,WBM,OHI,7/22/2022,12/5/2022,17.47,Trupe,Delayed
846.0,VRB,NRC,10/1/2022,11/21/2022,11.57,Plambee,On-time
847.0,YSX,MSW,7/6/2022,5/3/2022,12.29,Leenti,On-time
848.0,ZLX,CIO,3/14/2022,12/20/2022,3.96,Browsetype,On-time
849.0,HBE,EIN,12/24/2022,4/1/2022,16.16,Katz,Delayed
850.0,YIG,BLY,4/5/2022,2/18/2022,14.53,Tagtune,Delayed
851.0,PUD,AHT,9/22/2022,6/17/2022,11.58,Wikido,Delayed
852.0,POD,USK,5/18/2022,9/7/2022,22.77,Roombo,On-time
854.0,LGH,DLH,10/10/2022,12/7/2022,21.64,Skimia,On-time
855.0,GBR,APV,8/26/2022,10/20/2022,17.24,Topdrive,Delayed
857.0,PHM,VNR,3/29/2022,2/8/2022,8.62,Jabberbean,On-time
858.0,AUY,SBN,2/1/2022,9/11/2022,21.14,Bubbletube,Cancelled
859.0,MDF,FRH,5/28/2022,12/2/2022,14.73,Meezzy,Cancelled
860.0,PXL,ESN,11/4/2022,3/13/2022,16.8,Youspan,On-time
861.0,PAH,JIC,3/19/2022,10/26/2022,4.02,Roodel,On-time
862.0,BUZ,OVD,1/17/2022,6/20/2022,11.53,Quamba,Cancelled
864.0,MFK,CIV,3/3/2022,3/19/2022,3.22,Topiczoom,On-time
865.0,LRQ,CBL,5/30/2022,2/18/2022,14.5,Yata,Delayed
866.0,AMI,UVO,6/21/2022,9/2/2022,14.09,Yacero,Cancelled
867.0,CHS,AKU,1/4/2022,1/19/2022,1.56,Aimbo,Cancelled
868.0,HOE,DUG,8/26/2022,5/31/2022,17.76,Trilia,On-time
869.0,AVA,ERZ,7/12/2022,4/1/2022,23.97,Voolia,Cancelled
870.0,LZY,ABO,12/23/2022,1/27/2022,4.05,Dabjam,Delayed
871.0,NEJ,TPI,7/22/2022,7/6/2022,23.78,Youtags,Delayed
872.0,IXM,LGG,11/29/2022,7/8/2022,18.68,Jaxnation,On-time
873.0,LAE,ITM,9/30/2022,11/12/2022,3.52,Mybuzz,Delayed
874.0,GGC,AHL,2/9/2022,4/19/2022,17.49,Photofeed,Cancelled
875.0,MOE,CLR,9/4/2022,3/25/2022,3.84,Mycat,On-time
876.0,DEN,PHN,12/14/2022,11/19/2022,10.76,Meedoo,On-time
877.0,REB,AGQ,3/4/2022,6/7/2022,3.17,Lazz,Delayed
878.0,ACB,PDM,9/26/2022,11/20/2022,17.79,Tagfeed,Cancelled
879.0,MRZ,BQJ,8/15/2022,11/17/2022,10.64,Viva,Delayed
880.0,BGZ,OVS,8/2/2022,3/9/2022,1.91,Vinder,Cancelled
881.0,DWA,KUV,6/5/2022,10/8/2022,10.52,Kazu,On-time
882.0,OBL,KDW,2/3/2022,4/29/2022,16.88,Buzzshare,Delayed
883.0,LLJ,ESO,10/30/2022,6/28/2022,8.93,Rooxo,On-time
884.0,OSP,UBB,2/6/2022,11/17/2022,22.17,Topdrive,On-time
886.0,NPP,JER,1/8/2022,4/5/2022,3.41,Kwideo,On-time
887.0,MJC,DUJ,11/13/2022,2/5/2022,20.32,Kwideo,Cancelled
888.0,PAF,KBT,9/21/2022,5/8/2022,12.64,InnoZ,Delayed
889.0,LVL,AHI,9/13/2022,7/30/2022,2.95,Mynte,Delayed
890.0,SDC,REQ,9/22/2022,3/2/2022,19.84,Zoovu,Delayed
891.0,PYV,QID,3/21/2022,6/1/2022,3.73,Leexo,On-time
892.0,MVO,PPA,3/28/2022,10/23/2022,13.97,Flashspan,Cancelled
893.0,IKK,XME,10/2/2022,8/25/2022,22.65,Topdrive,On-time
894.0,PZK,YOG,10/26/2022,3/1/2022,7.53,Skiba,On-time
895.0,PVF,SXM,10/14/2022,5/30/2022,19.11,Realmix,On-time
896.0,YDQ,CRI,5/23/2022,7/7/2022,11.9,Jabbertype,Delayed
897.0,SDJ,KHE,6/12/2022,9/16/2022,12.87,Zazio,Delayed
898.0,MTD,RKW,12/4/2022,6/6/2022,10.29,Brainsphere,Cancelled
899.0,0,IMF,11/1/2022,8/5/2022,22.28,Skilith,On-time
901.0,CEA,TYA,8/26/2022,4/27/2022,16.01,Edgeify,Cancelled
902.0,LER,KDV,8/28/2022,6/2/2022,9.88,Innotype,Delayed
903.0,UBA,WID,8/31/2022,11/19/2022,5.41,Skibox,Delayed
904.0,DOP,YZG,11/11/2022,12/2/2022,1.14,Photolist,On-time
905.0,MYK,MYP,11/20/2022,4/18/2022,1.13,Wordify,On-time
906.0,SZA,HHH,10/17/2022,4/19/2022,18.85,Devpulse,On-time
907.0,THH,NAQ,6/18/2022,12/10/2022,2.76,Wikibox,On-time
908.0,BCI,KEG,5/17/2022,11/25/2022,8.66,Thoughtbeat,On-time
909.0,LIT,KSS,9/6/2022,4/12/2022,15.1,Buzzdog,Delayed
910.0,KLZ,ESF,1/28/2022,7/23/2022,13.62,Katz,On-time
911.0,KHH,MZR,2/25/2022,5/27/2022,4.61,Jayo,Delayed
912.0,SUX,RKZ,12/13/2022,3/7/2022,20.81,Kayveo,Cancelled
913.0,GAT,GNA,1/12/2022,1/14/2022,7.85,Buzzdog,On-time
914.0,SME,NAU,7/8/2022,2/7/2022,15.33,Tagtune,Delayed
915.0,BMJ,TSY,9/30/2022,7/25/2022,2.84,Thoughtbridge,On-time
916.0,VAR,NAD,11/28/2022,4/8/2022,4.01,Topicstorm,On-time
917.0,TRG,BUA,11/16/2022,5/12/2022,21.82,Topicblab,On-time
918.0,ONQ,YVD,10/11/2022,4/15/2022,9.92,Eare,Cancelled
919.0,TWY,ANQ,4/9/2022,5/18/2022,8.84,Trudeo,Cancelled
920.0,CXA,HGE,9/4/2022,6/13/2022,15.51,Realcube,On-time
921.0,CMD,LAX,11/6/2022,9/5/2022,7.74,Fivechat,Delayed
922.0,UDA,CRU,2/13/2022,1/8/2022,20.61,Edgeify,Cancelled
923.0,AHL,SAZ,1/9/2022,11/22/2022,6.18,Zoomdog,Delayed
924.0,TJS,YGT,4/9/2022,9/28/2022,7.55,Muxo,Cancelled
925.0,JTI,CPS,9/9/2022,8/20/2022,13.43,Babbleset,Delayed
926.0,KNH,HFT,6/15/2022,5/9/2022,6.88,Abata,On-time
927.0,JSU,MZR,4/9/2022,6/22/2022,4.85,Abata,Cancelled
928.0,BRA,KWO,12/2/2022,4/9/2022,6.37,Tazz,Cancelled
929.0,ESM,PYA,2/2/2022,3/11/2022,2.56,Browsecat,Cancelled
930.0,IZO,VKS,8/29/2022,6/6/2022,8.8,Trupe,Delayed
931.0,TUE,MPU,5/21/2022,12/23/2022,13.89,Eazzy,Delayed
932.0,BSV,MXL,2/16/2022,11/29/2022,7.4,Flipbug,On-time
933.0,KOQ,AIT,4/15/2022,8/30/2022,20.51,Linkbuzz,Cancelled
934.0,AUS,AQI,6/11/2022,4/10/2022,14.15,Browsetype,On-time
935.0,FOU,NIB,6/7/2022,10/25/2022,17.4,Voomm,On-time
936.0,CUR,TJI,12/12/2022,12/30/2022,20.96,Devcast,Delayed
937.0,OKF,LBQ,4/13/2022,2/2/2022,10.68,Digitube,On-time
938.0,OVE,AOM,9/24/2022,4/18/2022,4.09,Thoughtstorm,Delayed
939.0,NIX,LCN,9/12/2022,10/1/2022,16.37,Katz,On-time
940.0,YEM,RBD,6/15/2022,12/12/2022,12.32,Skaboo,On-time
941.0,KYP,ORD,4/10/2022,7/28/2022,18.77,Aivee,Delayed
942.0,WLH,REQ,9/4/2022,11/28/2022,15.7,Talane,On-time
943.0,USR,NRS,11/7/2022,1/3/2022,8.56,Rhyloo,On-time
944.0,MXM,TOJ,2/21/2022,11/23/2022,10.87,Flipstorm,Delayed
945.0,OHB,IXT,4/7/2022,12/27/2022,23.46,Wikido,On-time
946.0,SHF,GID,1/27/2022,8/20/2022,10.09,Quire,Cancelled
947.0,WEP,DIM,1/15/2022,3/28/2022,23.19,Quinu,Cancelled
948.0,AKB,PDA,5/30/2022,8/1/2022,6.63,Einti,On-time
949.0,FRM,PLK,7/14/2022,12/27/2022,6.41,Devpulse,Delayed
950.0,SJH,EKS,11/14/2022,1/19/2022,13.56,Jabbercube,Cancelled
951.0,BCK,MTD,7/3/2022,8/29/2022,13.98,Jaloo,Cancelled
952.0,WRZ,BNK,8/12/2022,8/19/2022,17.45,Rhycero,On-time
953.0,ZSW,GUI,6/4/2022,8/22/2022,12.91,Avavee,Cancelled
954.0,PDE,DEP,9/8/2022,2/6/2022,5.03,Linkbridge,Cancelled
955.0,AMN,JAM,6/5/2022,2/2/2022,22.16,Viva,Delayed
956.0,PYC,EFG,3/14/2022,5/7/2022,13.7,Voonyx,Cancelled
957.0,YQM,LOE,1/10/2022,12/12/2022,16.84,Kwideo,Delayed
958.0,IKU,SNY,3/31/2022,8/30/2022,3.82,Aivee,Cancelled
959.0,RHI,KOD,10/1/2022,11/2/2022,21.02,Thoughtmix,On-time
960.0,MMV,RBE,1/16/2022,1/1/2022,18.48,Meezzy,Cancelled
961.0,EYP,CJJ,12/1/2022,10/5/2022,19.27,Vitz,Cancelled
962.0,GGS,BLK,11/7/2022,4/18/2022,7.12,Voomm,Delayed
963.0,HHP,OTZ,4/22/2022,11/10/2022,2.05,Yotz,Cancelled
964.0,SFZ,TYR,11/13/2022,9/9/2022,11.96,Tagpad,Cancelled
965.0,PGB,UKH,2/12/2022,1/21/2022,11.01,Topicshots,Delayed
966.0,BHR,HDH,4/5/2022,4/1/2022,18.08,Gigaclub,Delayed
967.0,TUP,QAC,5/5/2022,5/4/2022,11.71,Quimm,On-time
968.0,LDZ,YXQ,10/2/2022,3/23/2022,10.66,Oyondu,Delayed
969.0,ATD,WMN,8/20/2022,3/6/2022,11.6,Jabbersphere,On-time
970.0,BWT,JUA,12/16/2022,10/27/2022,3.05,Mycat,On-time
971.0,AEL,CPC,12/2/2022,11/7/2022,19.3,Brainverse,On-time
972.0,TRO,OTJ,11/7/2022,1/11/2022,20.69,Feedfire,Delayed
973.0,DAD,LUY,2/11/2022,5/17/2022,5.19,Meetz,Delayed
974.0,HYN,SLQ,10/13/2022,2/9/2022,1.84,Zooxo,On-time
975.0,YMO,TSM,6/16/2022,2/1/2022,3.27,Mycat,Cancelled
976.0,MSX,RJA,11/21/2022,11/7/2022,2.82,Livetube,Delayed
977.0,HWO,YZG,12/11/2022,11/9/2022,3.08,Linklinks,Delayed
978.0,OZR,DOI,12/12/2022,4/19/2022,23.55,Twimbo,Cancelled
979.0,BOY,QJP,10/29/2022,2/28/2022,16.24,Divape,Cancelled
980.0,QGP,SLV,10/7/2022,7/20/2022,18.05,Topdrive,On-time
981.0,ASI,VPS,3/18/2022,12/19/2022,1.66,Zoonder,Cancelled
982.0,CAR,MWI,6/7/2022,2/24/2022,6.53,Flipopia,On-time
983.0,DHG,MMI,5/11/2022,4/6/2022,4.72,Browseblab,Cancelled
984.0,STG,NEN,4/7/2022,9/30/2022,2.6,Twitterworks,Cancelled
985.0,GMS,DAC,7/11/2022,11/18/2022,9.67,Kwideo,On-time
986.0,BVX,QID,7/4/2022,5/29/2022,14.9,Dabvine,Cancelled
987.0,LEK,MXX,8/16/2022,4/1/2022,9.93,Kazu,On-time
988.0,LNL,0,1/16/2022,10/29/2022,4.01,Gevee,Delayed
989.0,SKR,SNO,1/25/2022,10/5/2022,22.94,Ooba,Delayed
990.0,MWY,FLY,5/1/2022,5/24/2022,1.43,Jaxworks,Delayed
991.0,CSA,XIC,8/3/2022,12/2/2022,10.0,Meevee,On-time
992.0,ELE,NLS,2/24/2022,5/2/2022,3.03,Yamia,Delayed
993.0,VHZ,MKP,1/14/2022,1/13/2022,23.47,Yadel,Delayed
994.0,EIN,POB,10/7/2022,8/29/2022,8.98,Edgewire,On-time
995.0,RZN,KGO,4/11/2022,1/25/2022,12.66,Oyope,Delayed
996.0,SOP,FTX,4/25/2022,6/3/2022,21.26,Yacero,Cancelled
997.0,LFM,MEN,11/14/2022,5/5/2022,9.89,Nlounge,Cancelled
998.0,MJN,MSO,5/8/2022,11/16/2022,5.91,Browsebug,Delayed
999.0,KDR,IXT,1/8/2022,10/20/2022,19.07,BlogXS,Delayed
1000.0,TDG,TGZ,3/28/2022,11/26/2022,23.27,Zooveo,Cancelled
